RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent
7,/img/pexels-photo-1119302.jpeg,highlights,-80.0,-50.0,unsure,-5732690897041598464,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,106,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
10,/img/golf-sunset-sport-golfer.png,lcontrast,0.0,20.0,rightImage,3655729143437646848,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,107,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-849646.jpeg,temperature,5000.0,2000.0,leftImage,6589266379198052352,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,108,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
1,/img/pexels-photo-3023740.jpeg,brightness,0.0,1.0,leftImage,-8349067342495996928,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,109,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1156905.jpeg,exposure,3.0,0.0,rightImage,6731957552875839488,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,110,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2866077.jpeg,highlights,-50.0,-20.0,unsure,4460042161789254656,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,111,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-1868991.jpeg,saturation,0.6,1.0,rightImage,-2361797641425747456,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,112,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-990427.jpeg,vibrance,25.0,20.0,unsure,4763550542767510528,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,113,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1731995.jpeg,contrast,0.0,-0.2,leftImage,-4240890648281551360,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,114,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/mojito-cocktail-alcohol-drink-1083353.jpeg,shadows,40.0,-80.0,unsure,-3621981875397540352,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,115,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
12,/img/pexels-photo-1668948.jpeg,shadows,50.0,60.0,unsure,697849700284412544,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,116,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/pexels-photo-1047270.jpeg,contrast,0.6,0.0,leftImage,977462038158262272,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,117,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
15,/img/pexels-photo-1706776.jpeg,shadows,50.0,100.0,leftImage,-5313776215274474496,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,118,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2987546.jpeg,temperature,6500.0,3000.0,leftImage,-4965966614188921856,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,119,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/nature-lake-water-waves-1928127.jpeg,saturation,-0.2,0.0,rightImage,5652120881362791424,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,120,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-674913.jpeg,brightness,1.0,0.0,rightImage,4209721946595997696,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,121,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-2229891.jpeg,exposure,0.6,0.0,leftImage,8458583125483961344,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,122,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/papilio-rumanzovia-butterfly-animal-black-87406.jpeg,contrast,0.0,-0.8,leftImage,-3263009223151015424,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,123,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-2250136.jpeg,highlights,-50.0,-100.0,unsure,2066026106305492480,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,124,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2567013.jpeg,exposure,1.2,3.0,leftImage,2745164607311203840,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,125,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2531154.jpeg,temperature,6500.0,5000.0,leftImage,-3163025567562098176,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,126,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2156722.jpeg,lcontrast,2.0,1.0,unsure,-1162291506917644032,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,127,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-290512.jpeg,temperature,6500.0,18000.0,rightImage,6691075467904386048,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,128,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1226704.jpeg,saturation,1.0,0.0,leftImage,-4648190124499335168,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,129,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/pexels-photo-2425033.jpeg,temperature,18000.0,6500.0,unsure,4182933257858277376,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,130,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-2485336.jpeg,tint,0.75,0.95,rightImage,9053942251985562624,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,131,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2473944.jpeg,exposure,0.0,-0.6,leftImage,-1234499230138907392,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,132,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/pexels-photo-3605969.jpeg,contrast,0.8,0.0,rightImage,3941366970735490560,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,133,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-963635.jpeg,contrast,-0.8,-0.6,rightImage,-477150914978206976,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,134,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-911583.jpeg,temperature,6500.0,20000.0,unsure,-788537963580911360,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,135,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-921151.jpeg,exposure,0.0,-1.8,leftImage,5674102791401268224,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,136,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-3074921.jpeg,exposure,-1.2,0.0,rightImage,-1097745372434978304,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,137,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2948,/img/pexels-photo-217247.jpeg,shadows,40.0,40.0,unsure,-6895054175802858496,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,138,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
18,/img/water-lily-flower-aquatic-plant-bloom-67221.jpeg,lcontrast,2.0,0.0,leftImage,-159134275251939392,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,139,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-3411412.jpeg,shadows,-100.0,50.0,rightImage,6303944787347397632,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,140,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-446035.jpeg,vibrance,100.0,25.0,leftImage,-775873361684788352,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,141,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
10,/img/pexels-photo-12813.jpeg,vibrance,60.0,100.0,unsure,-9156364459874050048,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,142,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-539067.jpeg,temperature,6500.0,20000.0,rightImage,-2314719090716095488,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,143,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-1784276.jpeg,vibrance,40.0,40.0,unsure,-4910929389551821824,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,144,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
14,/img/pexels-photo-916380.jpeg,vibrance,0.0,25.0,unsure,-7888782873963984896,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,145,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-3121285.jpeg,exposure,0.0,1.2,rightImage,8474314512116668416,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,146,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/tulip-yellow-yellow-tumor-tulips-86754.jpeg,tint,0.8,0.9,rightImage,-328352188350641088,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,147,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/pexels-photo-1154502.jpeg,temperature,5000.0,6500.0,unsure,-5897585517743328256,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,148,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1414129.jpeg,contrast,-0.4,0.0,rightImage,-1540073440396778240,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,149,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-429810.jpeg,highlights,-50.0,-80.0,leftImage,2063643906902166272,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,150,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
11,/img/pexels-photo-840185.jpeg,saturation,-0.2,-1.0,leftImage,-1475276739542798336,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,151,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2343835.jpeg,saturation,0.0,0.8,leftImage,-4480313065715820544,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,152,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
12,/img/pexels-photo-3028861.jpeg,highlights,-80.0,-50.0,leftImage,-5807844097889658880,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,153,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1804193.jpeg,tint,1.1,1.25,leftImage,-7110619374828553216,1920,1080,1903,966,24,fae9a8297fbd32bdd755cb1faee2abc1,154,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
11,/img/pexels-photo-2555462.jpeg,highlights,40.0,-40.0,leftImage,2333630658264589312,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-2314901.jpeg,exposure,0.6,3.0,leftImage,-7869380781783781376,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-262405.jpeg,tint,0.95,1.0,leftImage,1419945554592086784,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,3,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-3311535.jpeg,contrast,-0.4,-0.6,leftImage,-1454528231830076416,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,4,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-414029.jpeg,saturation,0.0,-1.0,leftImage,-6951358355167619072,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,5,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2388360.jpeg,exposure,-2.4,-1.2,rightImage,6008781270589464576,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,6,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/pexels-photo-1661475.jpeg,vibrance,100.0,100.0,leftImage,4997738694359302144,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,7,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1181476.jpeg,brightness,0.8,0.0,rightImage,-8710726707979652096,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
10,/img/pexels-photo-928200.jpeg,lcontrast,0.0,40.0,rightImage,-6734174481903612928,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,9,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-837266.jpeg,exposure,2.4,0.0,leftImage,-68946467573788360,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,10,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-2924179.jpeg,highlights,-80.0,-50.0,leftImage,-832101562329416704,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,11,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
11,/img/pexels-photo-226718.jpeg,vibrance,40.0,100.0,unsure,8288689428522971136,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,12,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/pexels-photo-2067628.jpeg,shadows,0.0,50.0,unsure,-8772212257219474432,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,13,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/pexels-photo-198192.jpeg,highlights,-80.0,-50.0,rightImage,2948968038478354944,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,14,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-1714470.jpeg,highlights,-60.0,-50.0,leftImage,-3285257019925396480,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,15,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
29,/img/pexels-photo-3204085.jpeg,saturation,0.2,0.2,unsure,509176526347944896,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,16,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-1172859.jpeg,lcontrast,0.0,40.0,leftImage,4261222765579390464,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,17,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
9,/img/pexels-photo-2575680.jpeg,temperature,6500.0,22000.0,rightImage,6538592896167025664,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,18,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/pexels-photo-517884.jpeg,saturation,-0.2,-0.2,unsure,1789474805957257472,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,19,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-306798.jpeg,saturation,1.0,0.0,leftImage,2368908202333965312,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,20,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-276015.jpeg,tint,1.15,1.05,rightImage,-8479699926875082752,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,21,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-704817.jpeg,exposure,-1.2,0.0,rightImage,-1938649859783416832,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,22,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-1153334.jpeg,saturation,0.0,1.0,rightImage,-5821200450439419904,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,23,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1141803.jpeg,temperature,5000.0,3000.0,leftImage,6153433214105149440,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,24,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-3551254.jpeg,exposure,0.0,-1.2,leftImage,-5102731570966309888,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,25,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-2918462.jpeg,temperature,3000.0,6500.0,rightImage,-4091933231513444352,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,26,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-103551.jpeg,tint,1.0,1.1,leftImage,7999847234606041088,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,27,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-1830936.jpeg,brightness,0.0,0.2,rightImage,-197266628279114784,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,28,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
6,/img/pexels-photo-1751535.jpeg,lcontrast,0.4,0.0,leftImage,-4557278142594534400,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,29,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2398571.jpeg,contrast,0.0,-0.2,leftImage,-8300979742395883520,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,30,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-555583.jpeg,contrast,-0.4,0.0,rightImage,8684278517928550400,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,31,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1384614.jpeg,exposure,-2.4,0.0,rightImage,-8139220337801283584,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,32,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
18,/img/pexels-photo-3217150.jpeg,lcontrast,1.0,2.0,unsure,-975381257614939392,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,33,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
11,/img/wood-sky-forest-autumn.jpg,vibrance,25.0,20.0,unsure,-2084500107267407872,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,34,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1187807.jpeg,exposure,-2.4,0.0,rightImage,-3917495023548682240,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-3027448.jpeg,saturation,0.0,-0.8,leftImage,7985786755671786496,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,36,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
3,/img/pexels-photo-2908978.jpeg,exposure,0.0,-3.0,leftImage,-8192277006725922816,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,37,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-3116337.jpeg,saturation,0.0,0.2,rightImage,-660585636250870144,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,38,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
7,/img/pexels-photo-1407144.jpeg,temperature,12000.0,8000.0,rightImage,4945690701554230272,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,39,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-2962029.jpeg,shadows,-80.0,-40.0,unsure,71369850026300768,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,40,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-2618118.jpeg,exposure,1.2,3.0,leftImage,-6410295087554092032,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,41,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2463244.jpeg,tint,1.0,0.95,rightImage,-1332401215486601216,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,42,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-1468099.jpeg,shadows,100.0,50.0,rightImage,3775611281624537600,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
8,/img/pexels-photo-730536.jpeg,lcontrast,0.0,0.2,unsure,-5926387931595220992,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,44,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-2932459.jpeg,saturation,0.0,-0.8,leftImage,-5995512206370150400,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,45,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/birds-eagle-62655.jpeg,highlights,-50.0,-100.0,rightImage,1380391775176721408,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,46,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-3259625.jpeg,lcontrast,0.2,25.0,rightImage,-6677881538862092288,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,47,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2039598.jpeg,lcontrast,0.0,0.2,unsure,6464075906592012288,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,48,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
5,/img/pexels-photo-1839942.jpeg,shadows,50.0,20.0,unsure,-2066234313427694080,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,49,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
2,/img/pexels-photo-1469879.jpeg,contrast,-0.4,0.0,rightImage,6104375192586023936,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,50,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
4,/img/pexels-photo-2084826.jpeg,contrast,-0.6,0.0,rightImage,-1796542714205653760,1920,1080,1903,966,24,24f242dbf4f0cf88888c5df6d1013752,51,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0
