,RTT(s),img,parameter,leftChanges,rightChanges,chosen,hashval,screenWidth,screenHeight,windowWidth,windowHeight,colorDepth,userid,count,useragent,leftNIMA,rightNIMA
5313,2,/img/pexels-photo-2110933.jpeg,temperature,6500.0,2000.0,leftImage,-6720712938284362752,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,366,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.241255283355713,4.6362199783325195
5314,3,/img/pexels-photo-2605864.jpeg,brightness,0.0,0.6,leftImage,6759790418393446400,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,367,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.2628173828125,4.9256911277771
5315,5,/img/pexels-photo-2529152.jpeg,lcontrast,1.0,15.0,leftImage,-3377733332662388736,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,368,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.341576099395752,5.654083728790283
5316,3,/img/pexels-photo-1912711.jpeg,contrast,1.0,0.4,leftImage,5157585824390240256,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,369,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.518013000488281,5.768123626708984
5319,2,/img/pexels-photo-71101.jpeg,contrast,0.0,0.4,rightImage,-2670306409667641344,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,372,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.459378242492676,5.166899681091309
5320,2,/img/pexels-photo-1398044.jpeg,highlights,-100.0,-80.0,leftImage,-4321517297498164736,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,373,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.858508110046387,5.7841339111328125
5321,3,/img/pexels-photo-429809.jpeg,highlights,-50.0,0.0,leftImage,-1707253916386798336,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,374,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.974084377288818,4.870993614196777
5322,4,/img/pexels-photo-1381153.jpeg,temperature,6500.0,10000.0,leftImage,8264965546328866816,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",6.213777542114258,5.97808313369751
5325,3,/img/pexels-photo-2346009.jpeg,saturation,0.8,0.0,leftImage,-2945260041412535808,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,378,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.7819085121154785,5.692291259765625
5326,2,/img/pexels-photo-1388888.jpeg,exposure,-1.8,0.0,rightImage,-2694284030394232320,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,379,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.1654791831970215,5.7445478439331055
5327,3,/img/pexels-photo-1367000.jpeg,temperature,6500.0,5000.0,leftImage,8239305214787079168,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,380,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.709231376647949,5.476860523223877
5328,2,/img/pexels-photo-2590655.jpeg,tint,1.0,1.25,leftImage,5284367062676886528,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,381,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.404283046722412,5.0550079345703125
5329,2,/img/pexels-photo-230864.jpeg,brightness,-0.2,0.0,leftImage,-661757400523249280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,382,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.906548500061035,5.094407081604004
5330,3,/img/pexels-photo-1487102.jpeg,saturation,0.0,0.2,rightImage,-3267071624741410304,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,383,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.19279146194458,5.113831520080566
5332,6,/img/pexels-photo-2516541.jpeg,tint,0.95,0.9,leftImage,5005892567719574528,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,385,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.300851821899414,5.3366217613220215
5333,3,/img/pexels-photo-1601464.jpeg,exposure,0.6,0.0,rightImage,-7355121721934894080,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,386,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.267219543457031,5.319793224334717
5334,4,/img/pexels-photo-574324.jpeg,tint,0.95,0.8,leftImage,-7442169374025922560,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,387,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.751809120178223,5.591897010803223
5335,2,/img/pexels-photo-1382070.jpeg,saturation,0.0,-0.4,leftImage,-1534670925200067072,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,388,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.4895477294921875,5.392624855041504
5336,2,/img/pexels-photo-756022.jpeg,exposure,-0.6,0.0,rightImage,-7986450364995403776,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,389,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.192873477935791,5.36543083190918
5337,3,/img/pexels-photo-754104.jpeg,temperature,5000.0,6500.0,rightImage,-202502408435928832,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,390,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.248454570770264,5.256205081939697
5338,2,/img/pexels-photo-2020891.jpeg,tint,0.85,1.0,rightImage,-114989799718818480,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,391,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.056188583374023,5.461352825164795
5339,4,/img/pexels-photo-2956618.jpeg,saturation,-0.8,0.0,rightImage,-8663646707298325504,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,392,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.126116752624512,5.131875991821289
5340,3,/img/pexels-photo-3192175.jpeg,contrast,-0.2,-0.4,leftImage,-790385010407072896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,393,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.276454925537109,5.114619255065918
5341,3,/img/pexels-photo-831084.jpeg,vibrance,25.0,0.0,leftImage,-7705988029222994944,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,394,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.368802547454834,5.325294494628906
5342,5,/img/pexels-photo-1545090.jpeg,temperature,6500.0,6000.0,leftImage,2526339226545003008,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,395,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.513822078704834,5.369046211242676
5343,3,/img/pexels-photo-2759785.jpeg,shadows,50.0,60.0,leftImage,-6841038561651260416,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,396,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.320926189422607,5.21687650680542
5345,7,/img/pexels-photo-2372945.jpeg,vibrance,80.0,100.0,rightImage,-1159042193691953920,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,398,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.005248069763184,4.976561546325684
5349,2,/img/pexels-photo-2528145.jpeg,lcontrast,8.0,0.6,leftImage,-7622322609007612928,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,402,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.308708190917969,5.207011699676514
5350,2,/img/pexels-photo-735301.jpeg,brightness,0.8,0.2,rightImage,-2806244009159466496,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,403,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.2610392570495605,5.467809200286865
5353,2,/img/pexels-photo-1458760.jpeg,brightness,0.0,-0.8,leftImage,-1918210765610468864,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,406,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.083454608917236,4.9252610206604
5356,2,/img/pexels-photo-318209.jpeg,exposure,-0.6,-1.2,leftImage,-6028404143614311424,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,409,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.409761428833008,5.324264049530029
5357,1,/img/pexels-photo-2506217.jpeg,highlights,-50.0,20.0,leftImage,-1930487369234543616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,410,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.237259387969971,5.14373779296875
5358,2,/img/pexels-photo-1654485.jpeg,temperature,25000.0,6500.0,rightImage,4910001859712974848,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,411,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.242489814758301,5.3031744956970215
5360,3,/img/pexels-photo-1728164.jpeg,tint,1.0,1.25,leftImage,6563515105490145280,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,413,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.159173965454102,4.693068981170654
5363,3,/img/pexels-photo-2668314.jpeg,exposure,0.0,-0.6,leftImage,-2426662944042359296,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,416,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.971220016479492,5.5853962898254395
5365,2,/img/pexels-photo-1855991.jpeg,saturation,0.0,0.2,leftImage,-3143027419332558336,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,418,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.492675304412842,5.448523044586182
5366,3,/img/pexels-photo-866814.jpeg,lcontrast,0.6,15.0,leftImage,5209504258477811712,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,419,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.425625324249268,6.167240619659424
5368,2,/img/pexels-photo-2658451.jpeg,brightness,-0.2,0.0,rightImage,-4228920475295113216,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,421,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.28162145614624,5.312450408935547
5369,4,/img/pexels-photo-169196.jpeg,brightness,0.4,0.0,rightImage,8134625567229301760,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,422,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.020827770233154,5.391952037811279
5370,4,/img/pexels-photo-2598630.jpeg,saturation,0.0,-0.4,rightImage,5504524574273379328,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,423,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.178543567657471,5.077607154846191
5371,2,/img/pexels-photo-853188.jpeg,temperature,6500.0,7000.0,rightImage,-7886108374319946752,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,424,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.129561901092529,5.061413764953613
5373,2,/img/pexels-photo-2013671.jpeg,shadows,100.0,50.0,leftImage,-6959884891871932416,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,426,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.753748893737793,5.843493938446045
5375,3,/img/pexels-photo-186037.jpeg,contrast,0.0,-1.0,leftImage,-1673906254254904064,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,428,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.601420879364014,4.3310370445251465
5377,2,/img/pexels-photo-1685171.jpeg,saturation,0.0,-0.2,leftImage,-3183817574545261056,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,430,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.47878885269165,5.469447612762451
5379,2,/img/pexels-photo-2330153.jpeg,exposure,0.0,-0.6,leftImage,-2191868749508989952,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,432,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.427649021148682,5.190425872802734
5380,3,/img/pexels-photo-2414459.jpeg,highlights,-50.0,100.0,rightImage,-7356331982979250176,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,433,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.60414457321167,5.605524063110352
5381,1,/img/pexels-photo-878236.jpeg,tint,0.8,0.95,rightImage,5791619984565808128,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,434,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.5466485023498535,4.413693428039551
5382,2,/img/pexels-photo-261735.jpeg,lcontrast,9.0,25.0,leftImage,-8608866813708865536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,435,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.206899642944336,5.19048547744751
5383,2,/img/rose-composites-flowers-spring-54323.jpeg,highlights,-100.0,-50.0,rightImage,7563919253046770688,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,436,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.100853443145752,5.156590938568115
5384,2,/img/pexels-photo-1683748.jpeg,tint,1.15,1.0,rightImage,6145736077960784896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,437,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.678549289703369,4.865952014923096
5386,2,/img/pexels-photo-2423398.jpeg,highlights,20.0,-50.0,leftImage,8013447610572084224,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,439,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.8414387702941895,5.873072624206543
5388,3,/img/pexels-photo-1674115.jpeg,brightness,0.0,-0.4,leftImage,-6321504752917597184,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.563502788543701,5.3940558433532715
5390,2,/img/pexels-photo-2962392.jpeg,lcontrast,0.0,25.0,leftImage,8416757261882827776,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,443,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.743109226226807,6.270879745483398
5394,2,/img/pexels-photo-906457.jpeg,contrast,-1.0,-0.6,rightImage,4577336776219841536,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,447,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.291942596435547,4.695432186126709
5395,2,/img/pexels-photo-1469776.jpeg,brightness,-0.8,0.0,rightImage,7387532487262750720,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,448,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.924945831298828,5.617791652679443
5396,2,/img/pexels-photo-3613958.jpeg,tint,0.8,1.0,rightImage,6248780094451414016,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,449,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.420908451080322,5.819077014923096
5398,4,/img/pexels-photo-1546711.jpeg,shadows,50.0,-100.0,leftImage,8013516885460976640,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,451,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.4204816818237305,5.328153133392334
5399,2,/img/pexels-photo-338380.jpeg,brightness,0.2,0.0,leftImage,5591267583043552256,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,452,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.986679553985596,6.229596138000488
5400,9,/img/pexels-photo-3490263.jpeg,highlights,-50.0,-80.0,leftImage,6318916192994252800,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,453,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.930744647979736,5.745510578155518
5401,3,/img/pexels-photo-1092638.jpeg,shadows,-100.0,-80.0,rightImage,3728318619988399616,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,454,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.596433639526367,5.585183143615723
5402,2,/img/pexels-photo-1426968.jpeg,brightness,-0.4,0.0,rightImage,3274156005192208896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,455,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.02210807800293,5.244256973266602
5403,2,/img/pexels-photo-971766.jpeg,lcontrast,0.0,7.0,rightImage,495396920651449856,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,456,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.675122261047363,6.030515193939209
5404,2,/img/pexels-photo-2295193.jpeg,brightness,0.2,0.0,rightImage,-8304209187744284672,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,457,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.087862968444824,5.435357093811035
5405,2,/img/pexels-photo-1058068.jpeg,temperature,6000.0,2000.0,leftImage,-4662685179781464064,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,458,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.383941173553467,4.30361270904541
5406,3,/img/peacock-bird-feather-close-71131.jpeg,highlights,-80.0,-50.0,rightImage,-8953362994514907136,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,459,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.784451484680176,5.812013626098633
5407,4,/img/pexels-photo-814285.jpeg,brightness,0.0,0.2,leftImage,-8594225000202333184,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,460,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.712885856628418,5.428718090057373
5408,1,/img/pexels-photo-1821755.png,lcontrast,0.0,4.0,rightImage,2093919600510009600,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,461,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.343719005584717,5.437763690948486
5409,3,/img/pexels-photo-2225228.jpeg,highlights,40.0,-50.0,leftImage,3331090463124362240,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,462,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.106637954711914,5.258665561676025
5411,3,/img/pexels-photo-1998438.jpeg,lcontrast,0.0,8.0,rightImage,6187813387915517952,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,464,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.721494197845459,5.550985813140869
5412,1,/img/pexels-photo-2061417.jpeg,temperature,3000.0,6500.0,rightImage,-5939288429149038592,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,465,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.243393898010254,5.396564960479736
5413,3,/img/pexels-photo-1445649.png,highlights,-50.0,100.0,rightImage,401523290085385600,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,466,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.983771800994873,5.010866641998291
5414,4,/img/pexels-photo-774097.jpeg,temperature,7000.0,6500.0,leftImage,4743595831236203520,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,467,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.489872932434082,5.655919551849365
5415,2,/img/pexels-photo-1319330.jpeg,vibrance,80.0,100.0,rightImage,332487662659663232,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,468,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",6.006289005279541,6.01144552230835
5416,5,/img/pexels-photo-3372567.jpeg,temperature,6000.0,6500.0,rightImage,7319795721357596672,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,469,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.580662250518799,5.770845413208008
5417,1,/img/pexels-photo-2725982.jpeg,exposure,0.0,-1.2,leftImage,4486017159273114112,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,470,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.392650604248047,5.13803243637085
5418,3,/img/pexels-photo-2525058.jpeg,shadows,80.0,50.0,rightImage,7710204983008592896,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,471,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.942553997039795,5.046726226806641
5419,2,/img/pexels-photo-1721925.jpeg,tint,1.0,1.25,leftImage,6750533050996993024,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,472,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.014991283416748,5.156611442565918
5421,3,/img/pexels-photo-2003440.jpeg,lcontrast,0.0,20.0,rightImage,2717766676026944000,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,474,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",4.7427215576171875,5.56404447555542
5422,4,/img/woman-snow-winter-portrait-40503.jpeg,vibrance,25.0,80.0,leftImage,-371930186676867456,1280,720,1263,578,24,962e15e995528855c89ad38d4141f7a8,475,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36",5.3767924308776855,5.157281398773193
